epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,386.916,0,97.9712,0,0,0,0,0,0,168.317,0,0.000648649,0.000648649,0.000648649
2,736.551,0,67.6531,0,0,0,0,0,0,115.099,0,0.00130229,0.00130229,0.00130229
3,1100.38,0,54.1465,0,0,0,0,0,0,94.8965,0,0.00194274,0.00194274,0.00194274
4,1514.43,0,41.6572,0,0,0,0,0,0,83.1877,0,0.0019406,0.0019406,0.0019406
